Registry Name,ID,Has Item,Class
buildcraftenergy:fluid_block_fuel_gaseous_heat_1,284,true,buildcraft.lib.fluid.BCFluidBlock
buildcraftenergy:fluid_block_fuel_gaseous_heat_2,285,true,buildcraft.lib.fluid.BCFluidBlock
buildcraftrobotics:zone_planner,286,true,buildcraft.robotics.block.BlockZonePlanner
buildcraftsilicon:laser,287,true,buildcraft.silicon.block.BlockLaser
buildcraftsilicon:assembly_table,288,true,buildcraft.silicon.block.BlockLaserTable
buildcraftsilicon:advanced_crafting_table,289,true,buildcraft.silicon.block.BlockLaserTable
buildcraftsilicon:integration_table,290,true,buildcraft.silicon.block.BlockLaserTable
ic2:te,291,true,ic2.core.block.BlockTileEntity
ic2:resource,292,true,ic2.core.block.BlockMultiID
ic2:leaves,293,true,ic2.core.block.Ic2Leaves
ic2:rubber_wood,294,true,ic2.core.block.BlockRubWood
ic2:sapling,295,true,ic2.core.block.Ic2Sapling
ic2:scaffold,296,true,ic2.core.block.BlockScaffold
ic2:fence,297,true,ic2.core.block.BlockIC2Fence
ic2:sheet,298,true,ic2.core.block.BlockSheet
ic2:glass,299,true,ic2.core.block.BlockTexGlass
ic2:foam,300,true,ic2.core.block.BlockFoam
ic2:wall,301,true,ic2.core.block.BlockWall
ic2:mining_pipe,302,true,ic2.core.block.machine.BlockMiningPipe
ic2:reinforced_door,303,true,ic2.core.block.BlockIC2Door
ic2:dynamite,304,true,ic2.core.block.BlockDynamite
ic2:uu_matter,305,true,ic2.core.block.BlockIC2Fluid
ic2:construction_foam,306,true,ic2.core.block.BlockIC2Fluid
ic2:coolant,307,true,ic2.core.block.BlockIC2Fluid
ic2:hot_coolant,308,true,ic2.core.block.BlockIC2Fluid
ic2:pahoehoe_lava,309,true,ic2.core.block.BlockIC2Fluid
ic2:biomass,310,true,ic2.core.block.BlockIC2Fluid
ic2:biogas,311,true,ic2.core.block.BlockIC2Fluid
ic2:distilled_water,312,true,ic2.core.block.BlockIC2Fluid
ic2:superheated_steam,313,true,ic2.core.block.BlockIC2Fluid
ic2:steam,314,true,ic2.core.block.BlockIC2Fluid
ic2:hot_water,315,true,ic2.core.block.BlockIC2Fluid
ic2:weed_ex,316,true,ic2.core.block.BlockIC2Fluid
ic2:air,317,true,ic2.core.block.BlockIC2Fluid
ic2:hydrogen,318,true,ic2.core.block.BlockIC2Fluid
ic2:oxygen,319,true,ic2.core.block.BlockIC2Fluid
ic2:heavy_water,320,true,ic2.core.block.BlockIC2Fluid
forestry:analyzer,321,true,forestry.core.blocks.BlockCore
forestry:escritoire,322,true,forestry.core.blocks.BlockCore
forestry:bog_earth,323,true,forestry.core.blocks.BlockBogEarth
forestry:humus,324,true,forestry.core.blocks.BlockHumus
forestry:resources,325,true,forestry.core.blocks.BlockResourceOre
forestry:resource_storage,326,true,forestry.core.blocks.BlockResourceStorage
forestry:engine_electrical,327,true,forestry.energy.blocks.BlockEngine
forestry:engine_generator,328,true,forestry.energy.blocks.BlockEngine
forestry:mailbox,329,true,forestry.mail.blocks.BlockMail
forestry:trade_station,330,true,forestry.mail.blocks.BlockMail
forestry:stamp_collector,331,true,forestry.mail.blocks.BlockMail
forestry:apiary,332,true,forestry.apiculture.blocks.BlockApiculture
forestry:bee_house,333,true,forestry.apiculture.blocks.BlockApiculture
forestry:bee_chest,334,true,forestry.core.blocks.BlockBase
forestry:beehives,335,true,forestry.apiculture.blocks.BlockBeeHives
forestry:candle,336,true,forestry.apiculture.blocks.BlockCandle
forestry:stump,337,true,forestry.apiculture.blocks.BlockStump
forestry:bee_combs_0,338,true,null
forestry:bee_combs_1,339,true,null
forestry:alveary.plain,340,true,null
forestry:alveary.swarmer,341,true,null
forestry:alveary.fan,342,true,null
forestry:alveary.heater,343,true,null
forestry:alveary.hygro,344,true,null
forestry:alveary.stabiliser,345,true,null
forestry:alveary.sieve,346,true,null
forestry:engine_peat,347,true,forestry.energy.blocks.BlockEngine
forestry:engine_biogas,348,true,forestry.energy.blocks.BlockEngine
forestry:engine_clockwork,349,true,forestry.energy.blocks.BlockEngine
forestry:mushroom,350,true,forestry.farming.blocks.BlockMushroom
forestry:ffarm,351,true,forestry.farming.blocks.BlockFarm
forestry:greenhouse.plain,352,true,null
forestry:greenhouse.glass,353,true,null
forestry:greenhouse.hatch_input,354,true,null
forestry:greenhouse.hatch_output,355,true,null
forestry:greenhouse.gearbox,356,true,null
forestry:greenhouse.valve,357,true,null
forestry:greenhouse.heater,358,true,null
forestry:greenhouse.fan,359,true,null
forestry:greenhouse.humidifier,360,true,null
forestry:greenhouse.dehumidifier,361,true,null
forestry:greenhouse.window,362,true,null
forestry:greenhouse.window_up,363,true,null
forestry:greenhouse.control,364,true,null
forestry:greenhouse.door,365,true,forestry.greenhouse.blocks.BlockGreenhouseDoor
forestry:greenhouse.climate_control,366,true,null
forestry:greenhouse.nursery,367,true,null
forestry:bottler,368,true,forestry.factory.blocks.BlockFactoryTESR
forestry:carpenter,369,true,forestry.factory.blocks.BlockFactoryTESR
forestry:centrifuge,370,true,forestry.factory.blocks.BlockFactoryTESR
forestry:fermenter,371,true,forestry.factory.blocks.BlockFactoryTESR
forestry:moistener,372,true,forestry.factory.blocks.BlockFactoryTESR
forestry:squeezer,373,true,forestry.factory.blocks.BlockFactoryTESR
forestry:still,374,true,forestry.factory.blocks.BlockFactoryTESR
forestry:rainmaker,375,true,forestry.factory.blocks.BlockFactoryTESR
forestry:fabricator,376,true,forestry.factory.blocks.BlockFactoryPlain
forestry:raintank,377,true,forestry.factory.blocks.BlockFactoryPlain
forestry:worktable,378,true,forestry.factory.blocks.BlockFactoryPlain
forestry:butterfly_chest,379,true,forestry.lepidopterology.blocks.BlockLepidopterology
forestry:cocoon,380,true,forestry.lepidopterology.blocks.BlockCocoon
forestry:cocoon.solid,381,true,forestry.lepidopterology.blocks.BlockSolidCocoon
forestry:logs.0,382,true,null
forestry:logs.1,383,true,null
forestry:logs.2,384,true,null
forestry:logs.3,385,true,null
forestry:logs.4,386,true,null
forestry:logs.5,387,true,null
forestry:logs.6,388,true,null
forestry:logs.7,389,true,null
forestry:logs.fireproof.0,390,true,null
forestry:logs.fireproof.1,391,true,null
forestry:logs.fireproof.2,392,true,null
forestry:logs.fireproof.3,393,true,null
forestry:logs.fireproof.4,394,true,null
forestry:logs.fireproof.5,395,true,null
forestry:logs.fireproof.6,396,true,null
forestry:logs.fireproof.7,397,true,null
forestry:logs.vanilla.fireproof.0,398,true,null
forestry:logs.vanilla.fireproof.1,399,true,null
forestry:planks.0,400,true,null
forestry:planks.1,401,true,null
forestry:planks.fireproof.0,402,true,null
forestry:planks.fireproof.1,403,true,null
forestry:planks.vanilla.fireproof.0,404,true,null
forestry:slabs.0,405,true,null
forestry:slabs.double.0,406,true,null
forestry:slabs.1,407,true,null
forestry:slabs.double.1,408,true,null
forestry:slabs.2,409,true,null
forestry:slabs.double.2,410,true,null
forestry:slabs.3,411,true,null
forestry:slabs.double.3,412,true,null
forestry:slabs.fireproof.0,413,true,null
forestry:slabs.double.fireproof.0,414,true,null
forestry:slabs.fireproof.1,415,true,null
forestry:slabs.double.fireproof.1,416,true,null
forestry:slabs.fireproof.2,417,true,null
forestry:slabs.double.fireproof.2,418,true,null
forestry:slabs.fireproof.3,419,true,null
forestry:slabs.double.fireproof.3,420,true,null
forestry:slabs.vanilla.fireproof.0,421,true,null
forestry:slabs.vanilla.double.fireproof.0,422,true,null
forestry:fences.0,423,true,null
forestry:fences.1,424,true,null
forestry:fences.fireproof.0,425,true,null
forestry:fences.fireproof.1,426,true,null
forestry:fences.vanilla.fireproof.0,427,true,null
forestry:fence.gates.larch,428,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.fireproof.larch,429,true,forestry.arboriculture.blocks.BlockForestryFenceGate
forestry:fence.gates.teak,430,true,forestry.arboriculture.blocks.BlockForestryFenceGate
